abstract,authors,citation,title,url
"AbstractINTRODUCTION: Temporomandibular disorders (TMDs) are common musculoskeletal conditions in the maxillofacial area. Although strong relationships between TMDs and other pain and diseases exist, few studies have comprehensively assessed the association between chronic diseases, ophthalmologic and otolaryngologic disorders and TMD.METHODS: Of 25,534 individuals included in the fifth Korea National Health and Nutrition Examination Survey (2010-2012), 17,575 aged ≥20 years who completed survey items on TMD symptoms were included for cross-sectional analysis. Logistic regression analysis was performed to assess the association between chronic diseases, ophthalmologic and otolaryngologic disorders and examination findings, and TMD symptoms after adjusting for various confounding variables.RESULTS: Out of 17,575 participants, 2,059 (11.75%) reported experience of ≥1 TMD symptom(s). Compared to individuals without chronic disease, those with asthma (odds ratio (OR) 1.46; 95% confidence interval (CI) 1.09-1.96), migraine (1.44; 1.26-1.65), osteoarthritis (1.51; 1.20-1.89), thyroid dysfunction (1.49; 1.13-1.96), and depressive symptoms (1.51; 1.29-1.77) had higher ORs for TMD prevalence. Participants with tinnitus (1.97; 1.70-2.27), hearing difficulties (1.55; 1.29-1.87), dizziness (1.52; 1.27-1.82), rhinitis (1.46; 1.28-1.65), and xerophthalmia (1.82; 1.57-2.12) also displayed higher ORs for TMD prevalence. Patients diagnosed with chronic rhinosinusitis upon otolaryngologic examination exhibited an OR of 1.44 (95% CI 1.11-1.87) for TMD prevalence, while that for individuals with abnormal laryngoscopic results was 0.57 (95% CI 0.36-0.90).CONCLUSIONS: These findings imply that TMDs, chronic diseases, and ophthalmologic and otolaryngologic disorders hold various correlations, suggesting the need for multitarget approaches to effectively address this phenomenon.","Song HS, Shin JS, Lee J, Lee YJ, Kim MR, Cho JH, Kim KW, Park Y, Song HJ, Park SY, Kim S, Kim M, Ha IH",PLoS One. 2018 Jan 31;13(1):e0191336. doi: 10.1371/journal.pone.0191336. eCollection  2018.,"Association between temporomandibular disorders, chronic diseases, and ophthalmologic and otolaryngologic disorders in Korean adults: A cross-sectional study.",https://www.ncbi.nlm.nih.gov/pubmed/29385182
"AbstractChronic migraine is one of neurological disorders with high rate of disability, but sufficient attention has not been paid in this field. A large number of clinical studies have shown traditional Chinese acupuncture is a kind of effective treatment with less side effects. Through the analysis of literature regarding acupuncture and migraine published from 1981 to 2017 in CNKI and PubMed databases, the mechanism of neural plasticity of acupuncture on chronic migraine was explored. It was believed the progress of chronic migraine involved the changes of neural plasticity in neural structure and function, and the neural plasticity related with neural sensitization during the process of chronic migraine was discussed from three aspects of electrophysiology, molecular chemistry and radiography. Acupuncture could treat and prevent chronic migraine via the mechanism of neural plasticity, but there was no related literature, hindering the further spreading and development of acupuncture for chronic migraine.","Xu X, Liu L, Zhao L, Qu Z, Zhu Y, Zhang Y, Wang L",Zhongguo Zhen Jiu. 2017 Oct 12;37(10):1134-40. doi: 10.13703/j.0255-2930.2017.10.029.,[Mechanism of neural plasticity of acupuncture on chronic migraine].,https://www.ncbi.nlm.nih.gov/pubmed/29354986
"Abstractin
				English, FrenchDe nombreuses thérapies sont utilisées quotidiennement en médecine générale sans que leur efficacité n’ait jamais été démontrée. L’année dernière, trois études randomisées ont tenté de prouver l’utilité de la chondroïtine/glucosamine dans l’arthrose, de la canneberge dans l’infection urinaire et de l’acupuncture dans la migraine. Le dépistage et la prise en charge du cancer de la prostate restent à ce jour sujets à controverse. Deux études récentes nous aident à mieux conseiller nos patients sur ce sujet épineux. Les effets secondaires musculaires des statines sont connus de beaucoup et ont été largement relayés par la presse ces dernières années bien que les cas de myopathie soient rarement observés dans les études. Une nouvelle étude tente de déterminer si un phénomène d’anticipation négative pourrait avoir un rôle dans la survenue de tels effets indésirables.Many treatments are used every day in general medicine without any evidence of their efficacy. This last year, three randomised studies tried to prove the clinical utility of chondroitin/glucosamine in arthritis, cranberry in urinary infections, and acupuncture in migraine. Screening and management of prostate cancer are still controversial. Two recent studies help us advising our patients on this difficult topic. Muscle side effects from statins are well known and have been widely relayed by the press these last years, although myopathies are rare in clinical trials. A new study try to determine if negative expectations could favor such adverse events.","Gerber A, Buffle Genecand C, Mach T, Schrumpf D, Forte Marques AR, Dupraz J, Schmid T",Rev Med Suisse. 2018 Jan 17;14(590):126-129.,[What's new in Ambulatory General Internal Medicine ?],https://www.ncbi.nlm.nih.gov/pubmed/29341524
"AbstractOBJECTIVE: To explore the analgesic effect of electroacupuncture(EA)by modulating 5-hydroxytryptamine 7 (5-HT7) receptor in periaqueductal gray (PAG) and plasma calcitonin gene-related peptide (CGRP).METHODS: Forty-two male Sprague Dawley (SD) rats were randomly divided into control，model and EA groups, 14 rat in each one. The neurogenic migraine model was established by repeated electrical stimulation on sagittal sinus duramater. Intracranial electrodes were used in the control group without stimuli. The rats in the EA group received EA (0.5－1 mA, 2 Hz/15 Hz) at ""Fengchi"" (GB 20) for 10 min after dural electrical stimulation, once a day for 6 days. The expression of 5-HT7 receptor in the PAG was assessed by immunofluorescence and Western blot, respectively; plasma CGRP was measured by radioimmunoassay.RESULTS: Compared with the control group, the positive neuron number and protein expression of 5-HT7 receptor in PAG and plasma CGRP increased after model establishment (all P<0.001). The above mentioned indexes were reversed in the EA group compared with those in the model group (the positive neuron number and protein expression of 5-HT7 receptor, P<0.01; plasma CGRP, P<0.05).CONCLUSIONS: EA at GB 20 can down-regulate the expression of 5-HT7 receptor in the PAG and reduce the content of plasma CGRP in the rats of migraine.","Pei P, Chen HZ, Wang YX, Yang WM, Liu L, Wang LP",Zhen Ci Yan Jiu. 2017 Dec 25;42(6):510-3. doi: 10.13702/j.1000-0607.2017.06.008.,[Effect of Electroacupuncture on Expression of 5-HT7 Receptor in Periaqueductal Gray and Plasma Calcitonin Gene-related Peptide in Migraine Rats].,https://www.ncbi.nlm.nih.gov/pubmed/29318857
"AbstractOBJECTIVE: To assess the effect of balance acupuncture for migraine without aura.METHODS: Blind evaluation was conducted. Forty patients with migraine without aura were randomized into an observation group and a control group, 19 cases in each one with 1 patient dropped out respectively. In the observation group, Toutongxue, the middle point was used in the hollow before the 1, 2 metatarsal combination, and in the control group, a sham point was applied in the hollow before the 3, 4 metatarsal combination. The manipulation in the two groups was the same. The treatment was given for 4 weeks, once a day, 5 times a week. The comprehensive score and visual analogue scale (VAS) were used before and after treatment, as well as 4 weeks after treatment.RESULTS: The comprehensive score and VAS score after treatment in the observation group decreased after treatment (both P<0.05), of which the total headache time and attack number for one month were lower than those before treatment (both P<0.05), but at follow-up the VAS score was higher than that after treatment (P<0.05). The above indices in the control group were not significantly different from those before treatment (allP>0.05). All the indices in the observation group after treatment and at follow-up were lower than those in the control group (all P<0.05). The different values for the comprehensive score and VAS score before and after treatment, before treatment and at follow-up in the observation group were better than those in the control group (all P<0.05). The different values after treatment and at follow-up had no significant difference between the two groups (bothP>0.05).CONCLUSIONS: Balance acupuncture at Toutongxue achieves obvious effect for migraine without aura, which can relieve pain.","Wang J, Qin X, Xie W, Wang W",Zhongguo Zhen Jiu. 2017 Aug 12;37(8):805-809. doi: 10.13703/j.0255-2930.2017.08.002.,[Migraine without aura treated with balance acupuncture therapy:a randomized controlled trial].,https://www.ncbi.nlm.nih.gov/pubmed/29231337
"AbstractDaith piercing is an ear piercing located at the crus of the helix, bilaterally. It is getting great consent on social media as alternative treatment in chronic migraine. No data about its efficacy and action are available in scientific literature so far. We present the case of a 54-year-old male patient suffering from refractory chronic migraine with medication-overuse, who substantially improved after bilateral ear daith piercing. His migraine was refractory to symptomatic as well as prophylactic therapies. He used to treat headaches with up to five symptomatic drugs per attack and had attempted several pharmacological preventive therapies, including Onabotulinumtoxin A. He also underwent detoxification treatments with intravenous steroids and diazepam, without durable benefit. At the time of daith piercing, the headache-related disability measures showed a HIT-6 score of 64, a MIDAS-score of 70, and a 11-point Box scale of 5. On his own free will, he decided to get a ""daith piercing."" After that, he experienced a reduction of migraine attacks, which became very rare, and infrequent, less disabling episodes of tension-type headache (HIT-6 score of 56; MIDAS score of 27, 11-point Box scale of 3). Painkiller assumption has much decreased: he takes only one tablet of indomethacin 50 mg to treat tensive headaches, about four times per month. Beyond a placebo effect, we can speculate a vagal modulation as the action mechanism of daith piercing: a nociceptive sensory stimulus applied to trigeminal and vagal areas of the ear can activate ear vagal afferents, which can modulate pain pathways by means of projections to the caudal trigeminal nucleus, to the locus coeruleus and to the nucleus raphe magnus. Currently, daith piercing cannot be recommended as migraine treatment because of the lack of scientific evidence, the unquantified rate of failure and the associated risks with insertion. However, given the increasing but anecdotal evidence, we think that the mechanism needs testing by means of a controlled clinical trial in a population of chronic migraineurs.","Cascio Rizzo A, Paolucci M, Altavilla R, Brunelli N, Assenza F, Altamura C, Vernieri F",Front Neurol. 2017 Nov 27;8:624. doi: 10.3389/fneur.2017.00624. eCollection  2017.,Daith Piercing in a Case of Chronic Migraine: A Possible Vagal Modulation.,https://www.ncbi.nlm.nih.gov/pubmed/29230190
"AbstractDespite wide use in clinical practice, acupuncture remains a controversial treatment for chronic pain. Our objective was to update an individual patient data meta-analysis to determine the effect size of acupuncture for 4 chronic pain conditions. We searched MEDLINE and the Cochrane Central Registry of Controlled Trials randomized trials published up until December 31, 2015. We included randomized trials of acupuncture needling versus either sham acupuncture or no acupuncture control for nonspecific musculoskeletal pain, osteoarthritis, chronic headache, or shoulder pain. Trials were only included if allocation concealment was unambiguously determined to be adequate. Raw data were obtained from study authors and entered into an individual patient data meta-analysis. The main outcome measures were pain and function. An additional 13 trials were identified, with data received for a total of 20,827 patients from 39 trials. Acupuncture was superior to sham as well as no acupuncture control for each pain condition (all P < .001) with differences between groups close to .5 SDs compared with no acupuncture control and close to .2 SDs compared with sham. We also found clear evidence that the effects of acupuncture persist over time with only a small decrease, approximately 15%, in treatment effect at 1 year. In secondary analyses, we found no obvious association between trial outcome and characteristics of acupuncture treatment, but effect sizes of acupuncture were associated with the type of control group, with smaller effects sizes for sham controlled trials that used a penetrating needle for sham, and for trials that had high intensity of intervention in the control arm. We conclude that acupuncture is effective for the treatment of chronic pain, with treatment effects persisting over time. Although factors in addition to the specific effects of needling at correct acupuncture point locations are important contributors to the treatment effect, decreases in pain after acupuncture cannot be explained solely in terms of placebo effects. Variations in the effect size of acupuncture in different trials are driven predominantly by differences in treatments received by the control group rather than by differences in the characteristics of acupuncture treatment.PERSPECTIVE: Acupuncture is effective for the treatment of chronic musculoskeletal, headache, and osteoarthritis pain. Treatment effects of acupuncture persist over time and cannot be explained solely in terms of placebo effects. Referral for a course of acupuncture treatment is a reasonable option for a patient with chronic pain.Copyright © 2017 The American Pain Society. Published by Elsevier Inc. All rights reserved.","Vickers AJ, Vertosick EA, Lewith G, MacPherson H, Foster NE, Sherman KJ, Irnich D, Witt CM, Linde K, Acupuncture Trialists' Collaboration",J Pain. 2018 May;19(5):455-474. doi: 10.1016/j.jpain.2017.11.005. Epub  2017 Dec 2.,Acupuncture for Chronic Pain: Update of an Individual Patient Data Meta-Analysis.,https://www.ncbi.nlm.nih.gov/pubmed/29198932
"AbstractStress is considered to be the most common factor reported to trigger headaches in children and adolescents. Although tension-type headache and migraine are the two most common types of headache in children and adolescents, they are often untreated, ignoring their stressful background. We provide a narrative review of the available evidence for health-care professionals involved in stress-related headache management and health promotion programs. An integrative plan is delivered through lifestyle improvement and biopsychosocial modifying stress response techniques. Healthy dietary choices, sleep hygiene, and regular exercise, although limited, are effective for young sufferers. Biopsychosocial therapies such as relaxation, biofeedback, hypnosis, yoga, cognitive behavioral therapy, and acupuncture focus at stress physiological and behavioral relief. Our purpose is to suggest a stress-related headache management to empower children to make healthy choices in order to improve their lifelong well-being and quality of life. We aim to authorize relationship between nurses and other health-care providers with background knowledge around stress management for pediatric headache populations.","Bougea A, Spantideas N, Chrousos GP",J Child Health Care. 2018 Mar;22(1):19-33. doi: 10.1177/1367493517738123. Epub  2017 Nov 1.,Stress management for headaches in children and adolescents: A review and practical recommendations for health promotion programs and well-being.,https://www.ncbi.nlm.nih.gov/pubmed/29110509
"AbstractPatients with migraine are reportedly at increased risk of developing dementia. We aimed to investigate the association between traditional Chinese medicine (TCM) use and dementia risk in migraine patients. This longitudinal cohort study used the Taiwanese National Health Insurance Research Database to identify 32,386 diagnosed migraine patients aged 20 years and above who received treatment from 1997 to 2010. To balance comparability between TCM users and non-TCM users, we randomly selected equal numbers from each group, and compared subgroups compiled based on combinations of age, sex, index year, and year of migraine diagnosis. All enrollees received follow-up until the end of 2013 to measure dementia incidence. We identified 1,402 TCM users and non-TCM users after frequency matching. A total of 134 subjects were newly diagnosed with dementia during the follow-up period. TCM users were significantly less likely to develop dementia than non-TCM users. The most frequently prescribed formulae and single Chinese herbal products were Jia-Wei-Xiao-Yao-San and Yan-Hu-Suo, respectively. This population-based study revealed a decreased dementia risk in migraine patients with TCM use. These findings may provide a reference for dementia prevention strategies, and help integrate TCM into clinical intervention programs that provide a favorable prognosis for migraine patients.","Liu CT, Wu BY, Hung YC, Wang LY, Lee YY, Lin TK, Lin PY, Chen WF, Chiang JH, Hsu SF, Hu WL",Oncotarget. 2017 Jul 8;8(45):79680-79692. doi: 10.18632/oncotarget.19094. eCollection  2017 Oct 3.,Decreased risk of dementia in migraine patients with traditional Chinese medicine use: a population-based cohort study.,https://www.ncbi.nlm.nih.gov/pubmed/29108348
"AbstractBACKGROUND: Migraine is a common type of headache. Sometimes adequate pain relief is not achieved by conventional treatments. Acupuncture and botulinum toxin-A injection are known as non-pharmacological interventions for this purpose. The aim of this research was to compare the effect of acupuncture with botulinum toxin-A injection and pharmacological treatment in controlling chronic migraine.METHODS: This clinical trial was conducted on patients with chronic migraine in the North of Iran during 2014-2015. Eligible patients were randomly allocated to groups receiving acupuncture (A) or botulinum toxin A (B) and controls (C) by designed quadripartite blocks. All patients were evaluated at baseline, one, two and three months after treatment using visual analogue scale (VAS) score and other parameters. The analysis of data was performed in SPSS software Version 19.RESULTS: One hundred fifty patients (48 males and 102 females) completed this study. During the 3- month study, the pain severity significantly diminished in three groups (P=0.0001), with greater reduction in group A (P=0.0001). The number of days per month with migraine, absence from work and the need for medication significantly decreased in three groups at 3 times of evaluation (p<0.05) with fewer side effects in group A (P=0.021).CONCLUSION: Acupuncture, botulinum toxin-A injection and pharmacological treatment have beneficial effects on chronic migraine; however, acupuncture showed more effectiveness and fewer complications.","Naderinabi B, Saberi A, Hashemi M, Haghighi M, Biazar G, Abolhasan Gharehdaghi F, Sedighinejad A, Chavoshi T",Caspian J Intern Med. 2017 Summer;8(3):196-204. doi: 10.22088/cjim.8.3.196.,Acupuncture and botulinum toxin A injection in the treatment of chronic migraine: A randomized controlled study.,https://www.ncbi.nlm.nih.gov/pubmed/28932372
"AbstractOBJECTIVES: This study aimed to assess analgesia provided by acupuncture, alone or in combination with pharmacotherapy, to patients presenting to emergency departments with acute low back pain, migraine or ankle sprain.DESIGN: A pragmatic, multicentre, randomised, assessor-blinded, equivalence and non-inferiority trial of analgesia, comparing acupuncture alone, acupuncture plus pharmacotherapy, and pharmacotherapy alone for alleviating pain in the emergency department. Setting, participants: Patients presenting to emergency departments in one of four tertiary hospitals in Melbourne with acute low back pain, migraine, or ankle sprain, and with a pain score on a 10-point verbal numerical rating scale (VNRS) of at least 4.MAIN OUTCOME MEASURES: The primary outcome measure was pain at one hour (T1). Clinically relevant pain relief was defined as achieving a VNRS score below 4, and statistically relevant pain relief as a reduction in VNRS score of greater than 2 units.RESULTS: 1964 patients were assessed between January 2010 and December 2011; 528 patients with acute low back pain (270 patients), migraine (92) or ankle sprain (166) were randomised to acupuncture alone (177 patients), acupuncture plus pharmacotherapy (178) or pharmacotherapy alone (173). Equivalence and non-inferiority of treatment groups was found overall and for the low back pain and ankle sprain groups in both intention-to-treat and per protocol (PP) analyses, except in the PP equivalence testing of the ankle sprain group. 15.6% of patients had clinically relevant pain relief and 36.9% had statistically relevant pain relief at T1; there were no between-group differences.CONCLUSION: The effectiveness of acupuncture in providing acute analgesia for patients with back pain and ankle sprain was comparable with that of pharmacotherapy. Acupuncture is a safe and acceptable form of analgesia, but none of the examined therapies provided optimal acute analgesia. More effective options are needed.TRIAL REGISTRATION: Australian New Zealand Clinical Trials Registry, ACTRN12609000989246.","Cohen MM, Smit V, Andrianopoulos N, Ben-Meir M, Taylor DM, Parker SJ, Xue CC, Cameron PA",Med J Aust. 2017 Jun 19;206(11):494-499.,"Acupuncture for analgesia in the emergency department: a multicentre, randomised, equivalence and non-inferiority trial.",https://www.ncbi.nlm.nih.gov/pubmed/28918732
"AbstractAlthough many neurologic conditions are common, cures are rare and conventional treatments are often limited. Many patients, therefore, turn to complementary and alternative medicine (CAM). The use of selected, evidence-based CAM therapies for the prevention and treatment of migraine, carpal tunnel syndrome, and dementia are presented. Evidence is growing many of modalities, including nutrition, exercise, mind-body medicine, supplements, and acupuncture.","Wells RE, Baute V, Wahbeh H",Med Clin North Am. 2017 Sep;101(5):881-893. doi: 10.1016/j.mcna.2017.04.006. Epub  2017 Jun 23.,Complementary and Integrative Medicine for Neurologic Conditions.,https://www.ncbi.nlm.nih.gov/pubmed/28802469
"AbstractIndividual differences of brain changes of neural communication and integration in the modular architecture of the human brain network exist for the repeated migraine attack and physical or psychological stressors. However, whether the interindividual variability in the migraine brain connectome predicts placebo response to placebo treatment is still unclear. Using DTI and graph theory approaches, we systematically investigated the topological organization of white matter networks in 71 patients with migraine without aura (MO) and 50 matched healthy controls at three levels: global network measure, nodal efficiency, and nodal intramodule/intermodule efficiency. All patients participated in an 8-week sham acupuncture treatment to induce analgesia. In our results, 30% (n = 21) of patients had 50% change in migraine days from baseline after placebo treatment. At baseline, abnormal increased network integration was found in MO patients as compared with the HC group, and the increased global efficiency before starting clinical treatment was associated with their following placebo response. For nodal efficiency, significantly increased within-subnetwork nodal efficiency and intersubnetwork connectivity of the hippocampus and middle frontal gyrus in patients' white matter network were correlated with the responses of follow-up placebo treatment. Our findings suggested that the trait-like individual differences in pain-related maladaptive stress interfered with and diminished the capacity of chronic pain modulation differently, and the placebo response for treatment could be predicted from a prior white matter network modular structure in migraineurs. Hum Brain Mapp 38:5250-5259, 2017.© 2017 Wiley Periodicals, Inc.","Liu J, Ma S, Mu J, Chen T, Xu Q, Dun W, Tian J, Zhang M",Hum Brain Mapp. 2017 Oct;38(10):5250-5259. doi: 10.1002/hbm.23729. Epub  2017 Jul 21.,Integration of white matter network is associated with interindividual differences in psychologically mediated placebo response in migraine patients.,https://www.ncbi.nlm.nih.gov/pubmed/28731567
Not found,"Arnold MJ, McIntyre JM",Am Fam Physician. 2017 Jul 1;96(1):23-24.,Acupuncture for Migraine Prevention.,https://www.ncbi.nlm.nih.gov/pubmed/28671368
"Abstractin
				English, RussianЦель исследования. Оценка влияния различных методов рефлексотерапии (РТ) на основные клинические показатели пациентов с хронической мигренью, количество используемых анальгетиков, динамику коморбидных хронической мигрени расстройств. Материал и методы. В исследование были включены 84 пациента, 60 (71,5%) женщин и 24 (28,5%) мужчины, в возрасте от 18 до 63 лет с диагнозом 'хроническая мигрень'. Осуществлялась рандомизация пациентов на четыре группы: в группе су-джок было 22 пациента, в группе иглорефлексотерапии (ИРТ) - 22, в группе электроакупунктуры (ЭАП) - 20 и в группе контроля - 20. Во всех группах назначался топирамат в средней дозе 100 мг/сут. Состояние пациентов оценивали до лечения, через 4 и 16 нед от его начала. Результаты. В основных группах был отмечен достоверно больший регресс частоты головной боли (ГБ) по сравнению с контролем: в группе су-джок было 19±1,12 дня с ГБ в месяц до лечения и 6,57±1,3 дня после, в группе ИРТ - 21,6±1,68 и 7±1,78 соответственно, в группе ЭАП - 20,25±1,97 и 5,75±0,63 соответственно. Наряду с этим каждый из методов РТ оказал влияние на различные клинические аспекты течения хронической мигрени и коморбидные расстройства: метод су-джок был наиболее эффективен в коррекции вегетативных расстройств, применение ИР приводило к статистически значимому снижению интенсивности ГБ и регрессу тревожных расстройств. В группе ЭАП отмечалось достоверное повышение болевого порога и наименьшее число дней с ГБ в месяц. Заключение. РТ является методом выбора в составе комплексного лечения пациентов с хронической мигренью. Для успешного лечения и последующей реабилитации пациентов с хронической мигренью необходим индивидуально ориентированный подход к назначению различных рефлексотерапевтических методов.AIM: To evaluate the effect of different reflexology techniques on main clinical indices of patients with chronic migraine, the number of analgesics used and dynamics of chronic migraine comorbid disorders.MATERIAL AND METHODS: The study included 84 patients (60 women (71.5%) and 24 men (28.5%)), aged from 18 to 63 years, with a diagnosis of chronic migraine. Patients were randomized in 4 groups - Su Jok (n=22), acupuncture (n=22), electroacupuncture (n=20), control (n=20). Topiramate was administered in all groups in dose of 100 mg daily. Patients were evaluated before treatment, after 4 and 16 weeks from randomization.RESULTS: There was a marked regression in frequency of headache in reflexological groups in comparison with the control. The number of days with headache was 19±1.12 at baseline and 6.57±1.3 days after treatment in the Su Jok group; 21.6±1.688 and 7±1.786 days in the acupuncture group; 20.25±1.97 and 5.75±0.633 days in the electroacupuncture group. Each of the methods had an impact on various clinical aspects of chronic migraine and comorbid disorders: Su Jok was most effective in treatment of autonomic disorders, the use of acupuncture resulted in the significant reduction of headache intensity and regression of anxiety disorders. The electroacupuncture group showed a significant increase in pain threshold and the least number of days with headache per month.CONCLUSION: Reflexotherapy is a method of choice in the complex treatment of patients with chronic migraine. Taking into account complex diagnosis, the individually oriented approach in prescribing of different reflexology techniques for successful treatment and subsequent rehabilitation of patients with chronic migraine is required.","Safonov MI, Naprienko MV",Zh Nevrol Psikhiatr Im S S Korsakova. 2017;117(5):22-25. doi: 10.17116/jnevro20171175122-25.,[Analysis of the efficacy of reflexology in the complex treatment of chronic migraine].,https://www.ncbi.nlm.nih.gov/pubmed/28638026
